id,name,destination,price,duration,description,avg_rating,review_count,source,source_url,season,image_url,created_at,updated_at,duration_label,original_price,highlights,places,topics,gallery,itinerary,included,excluded,schedule,transport
201,Tour Phú Quốc 5N4Đ: Tiết Kiệm Water Sports,Phú Quốc,8110000,5,"Hành trình Phú Quốc 5 ngày dành cho du khách yêu thích water_sports, family, romantic.",8.7,69,bestprice,https://synthetic.example.com/tours/201,summer,https://picsum.photos/seed/tour-201/900/600,2025-12-26 08:00:00,2026-01-15 08:00:00,5N4Đ,10134903,"[""Trải nghiệm water_sports"", ""Trải nghiệm family"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""water_sports"", ""family"", ""romantic"", ""luxury""]","[""https://picsum.photos/seed/tour-201-1/900/600"", ""https://picsum.photos/seed/tour-201-2/900/600"", ""https://picsum.photos/seed/tour-201-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}, {""day"": 4, ""title"": ""Ngày 4 tại Phú Quốc""}, {""day"": 5, ""title"": ""Ngày 5 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
202,Tour Huế 2N1Đ: Tiết Kiệm History,Huế,3200000,2,"Hành trình Huế 2 ngày dành cho du khách yêu thích history, culture, spiritual.",9.2,60,klook,https://synthetic.example.com/tours/202,spring,https://picsum.photos/seed/tour-202/900/600,2025-02-10 08:00:00,2025-03-07 08:00:00,2N1Đ,3814034,"[""Trải nghiệm history"", ""Trải nghiệm culture"", ""Trải nghiệm spiritual""]","[""Huế""]","[""history"", ""culture"", ""spiritual"", ""food""]","[""https://picsum.photos/seed/tour-202-1/900/600"", ""https://picsum.photos/seed/tour-202-2/900/600"", ""https://picsum.photos/seed/tour-202-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
203,Tour Huế 2N1Đ: Nghỉ Dưỡng Food,Huế,4750000,2,"Hành trình Huế 2 ngày dành cho du khách yêu thích food, spiritual, city.",8.4,43,traveloka,https://synthetic.example.com/tours/203,spring,https://picsum.photos/seed/tour-203/900/600,2025-11-08 08:00:00,2025-11-25 08:00:00,2N1Đ,5409739,"[""Trải nghiệm food"", ""Trải nghiệm spiritual"", ""Trải nghiệm city""]","[""Huế""]","[""food"", ""spiritual"", ""city"", ""culture""]","[""https://picsum.photos/seed/tour-203-1/900/600"", ""https://picsum.photos/seed/tour-203-2/900/600"", ""https://picsum.photos/seed/tour-203-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
204,Tour Phú Quốc 5N4Đ: Trọn Gói Water Sports,Phú Quốc,12320000,5,"Hành trình Phú Quốc 5 ngày dành cho du khách yêu thích water_sports, relax, romantic.",8.3,93,klook,https://synthetic.example.com/tours/204,summer,https://picsum.photos/seed/tour-204/900/600,2024-11-26 08:00:00,2024-12-09 08:00:00,5N4Đ,13922590,"[""Trải nghiệm water_sports"", ""Trải nghiệm relax"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""water_sports"", ""relax"", ""romantic"", ""beach""]","[""https://picsum.photos/seed/tour-204-1/900/600"", ""https://picsum.photos/seed/tour-204-2/900/600"", ""https://picsum.photos/seed/tour-204-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}, {""day"": 4, ""title"": ""Ngày 4 tại Phú Quốc""}, {""day"": 5, ""title"": ""Ngày 5 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
205,Tour Huế 2N1Đ: Cao Cấp City,Huế,5780000,2,"Hành trình Huế 2 ngày dành cho du khách yêu thích city, culture, history.",7.9,69,bestprice,https://synthetic.example.com/tours/205,spring,https://picsum.photos/seed/tour-205/900/600,2024-09-17 08:00:00,2024-10-11 08:00:00,2N1Đ,6897952,"[""Trải nghiệm city"", ""Trải nghiệm culture"", ""Trải nghiệm history""]","[""Huế""]","[""city"", ""culture"", ""history"", ""food""]","[""https://picsum.photos/seed/tour-205-1/900/600"", ""https://picsum.photos/seed/tour-205-2/900/600"", ""https://picsum.photos/seed/tour-205-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Huế""}, {""day"": 2, ""title"": ""Ngày 2 tại Huế""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
206,Tour Hội An 3N2Đ: Check-in Romantic,Hội An,4060000,3,"Hành trình Hội An 3 ngày dành cho du khách yêu thích romantic, photography, history.",9.0,5,bestprice,https://synthetic.example.com/tours/206,autumn,https://picsum.photos/seed/tour-206/900/600,2025-02-21 08:00:00,2025-03-20 08:00:00,3N2Đ,4322138,"[""Trải nghiệm romantic"", ""Trải nghiệm photography"", ""Trải nghiệm history""]","[""Hội An""]","[""romantic"", ""photography"", ""history"", ""culture""]","[""https://picsum.photos/seed/tour-206-1/900/600"", ""https://picsum.photos/seed/tour-206-2/900/600"", ""https://picsum.photos/seed/tour-206-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
207,Tour Nha Trang 4N3Đ: Gia Đình Water Sports,Nha Trang,3610000,4,"Hành trình Nha Trang 4 ngày dành cho du khách yêu thích water_sports, food, family.",8.7,64,bestprice,https://synthetic.example.com/tours/207,summer,https://picsum.photos/seed/tour-207/900/600,2025-08-12 08:00:00,2025-08-23 08:00:00,4N3Đ,4335663,"[""Trải nghiệm water_sports"", ""Trải nghiệm food"", ""Trải nghiệm family""]","[""Nha Trang""]","[""water_sports"", ""food"", ""family"", ""nightlife""]","[""https://picsum.photos/seed/tour-207-1/900/600"", ""https://picsum.photos/seed/tour-207-2/900/600"", ""https://picsum.photos/seed/tour-207-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
208,Tour TP. Hồ Chí Minh 3N2Đ: Ẩm Thực Food,TP. Hồ Chí Minh,3970000,3,"Hành trình TP. Hồ Chí Minh 3 ngày dành cho du khách yêu thích food, history, shopping.",8.8,28,traveloka,https://synthetic.example.com/tours/208,all,https://picsum.photos/seed/tour-208/900/600,2024-12-21 08:00:00,2024-12-22 08:00:00,3N2Đ,4867256,"[""Trải nghiệm food"", ""Trải nghiệm history"", ""Trải nghiệm shopping""]","[""TP. Hồ Chí Minh""]","[""food"", ""history"", ""shopping"", ""nightlife""]","[""https://picsum.photos/seed/tour-208-1/900/600"", ""https://picsum.photos/seed/tour-208-2/900/600"", ""https://picsum.photos/seed/tour-208-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại TP. Hồ Chí Minh""}, {""day"": 2, ""title"": ""Ngày 2 tại TP. Hồ Chí Minh""}, {""day"": 3, ""title"": ""Ngày 3 tại TP. Hồ Chí Minh""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
209,Tour Côn Đảo 4N3Đ: Nghỉ Dưỡng Relax,Côn Đảo,8360000,4,"Hành trình Côn Đảo 4 ngày dành cho du khách yêu thích relax, history, beach.",9.1,41,traveloka,https://synthetic.example.com/tours/209,summer,https://picsum.photos/seed/tour-209/900/600,2024-11-08 08:00:00,2024-11-26 08:00:00,4N3Đ,9695701,"[""Trải nghiệm relax"", ""Trải nghiệm history"", ""Trải nghiệm beach""]","[""Côn Đảo""]","[""relax"", ""history"", ""beach"", ""nature""]","[""https://picsum.photos/seed/tour-209-1/900/600"", ""https://picsum.photos/seed/tour-209-2/900/600"", ""https://picsum.photos/seed/tour-209-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}, {""day"": 4, ""title"": ""Ngày 4 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
210,Tour Cao Bằng 3N2Đ: Gia Đình Nature,Cao Bằng,7500000,3,"Hành trình Cao Bằng 3 ngày dành cho du khách yêu thích nature, culture, photography.",7.5,13,klook,https://synthetic.example.com/tours/210,autumn,https://picsum.photos/seed/tour-210/900/600,2025-03-26 08:00:00,2025-03-30 08:00:00,3N2Đ,9243153,"[""Trải nghiệm nature"", ""Trải nghiệm culture"", ""Trải nghiệm photography""]","[""Cao Bằng""]","[""nature"", ""culture"", ""photography"", ""adventure""]","[""https://picsum.photos/seed/tour-210-1/900/600"", ""https://picsum.photos/seed/tour-210-2/900/600"", ""https://picsum.photos/seed/tour-210-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Cao Bằng""}, {""day"": 2, ""title"": ""Ngày 2 tại Cao Bằng""}, {""day"": 3, ""title"": ""Ngày 3 tại Cao Bằng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
211,Tour Hạ Long 4N3Đ: Ẩm Thực Cruise,Hạ Long,4990000,4,"Hành trình Hạ Long 4 ngày dành cho du khách yêu thích cruise, photography, family.",9.4,22,traveloka,https://synthetic.example.com/tours/211,summer,https://picsum.photos/seed/tour-211/900/600,2025-05-24 08:00:00,2025-06-23 08:00:00,4N3Đ,6024691,"[""Trải nghiệm cruise"", ""Trải nghiệm photography"", ""Trải nghiệm family""]","[""Hạ Long""]","[""cruise"", ""photography"", ""family"", ""beach""]","[""https://picsum.photos/seed/tour-211-1/900/600"", ""https://picsum.photos/seed/tour-211-2/900/600"", ""https://picsum.photos/seed/tour-211-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}, {""day"": 3, ""title"": ""Ngày 3 tại Hạ Long""}, {""day"": 4, ""title"": ""Ngày 4 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
212,Tour Đà Lạt 3N2Đ: Nghỉ Dưỡng Food,Đà Lạt,7390000,3,"Hành trình Đà Lạt 3 ngày dành cho du khách yêu thích food, relax, mountain.",8.7,47,klook,https://synthetic.example.com/tours/212,winter,https://picsum.photos/seed/tour-212/900/600,2025-10-17 08:00:00,2025-10-22 08:00:00,3N2Đ,8562309,"[""Trải nghiệm food"", ""Trải nghiệm relax"", ""Trải nghiệm mountain""]","[""Đà Lạt""]","[""food"", ""relax"", ""mountain"", ""romantic""]","[""https://picsum.photos/seed/tour-212-1/900/600"", ""https://picsum.photos/seed/tour-212-2/900/600"", ""https://picsum.photos/seed/tour-212-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
213,Tour Hội An 4N3Đ: Khám Phá Romantic,Hội An,5480000,4,"Hành trình Hội An 4 ngày dành cho du khách yêu thích romantic, culture, history.",9.1,25,traveloka,https://synthetic.example.com/tours/213,autumn,https://picsum.photos/seed/tour-213/900/600,2024-09-12 08:00:00,2024-09-18 08:00:00,4N3Đ,6773321,"[""Trải nghiệm romantic"", ""Trải nghiệm culture"", ""Trải nghiệm history""]","[""Hội An""]","[""romantic"", ""culture"", ""history"", ""photography""]","[""https://picsum.photos/seed/tour-213-1/900/600"", ""https://picsum.photos/seed/tour-213-2/900/600"", ""https://picsum.photos/seed/tour-213-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}, {""day"": 4, ""title"": ""Ngày 4 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
214,Tour Đà Nẵng 4N3Đ: Trọn Gói Food,Đà Nẵng,4300000,4,"Hành trình Đà Nẵng 4 ngày dành cho du khách yêu thích food, family, photography.",7.8,103,traveloka,https://synthetic.example.com/tours/214,summer,https://picsum.photos/seed/tour-214/900/600,2025-02-17 08:00:00,2025-03-05 08:00:00,4N3Đ,4806174,"[""Trải nghiệm food"", ""Trải nghiệm family"", ""Trải nghiệm photography""]","[""Đà Nẵng""]","[""food"", ""family"", ""photography"", ""water_sports""]","[""https://picsum.photos/seed/tour-214-1/900/600"", ""https://picsum.photos/seed/tour-214-2/900/600"", ""https://picsum.photos/seed/tour-214-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
215,Tour Hà Nội 4N3Đ: Khám Phá City,Hà Nội,3960000,4,"Hành trình Hà Nội 4 ngày dành cho du khách yêu thích city, culture, food.",7.5,73,klook,https://synthetic.example.com/tours/215,autumn,https://picsum.photos/seed/tour-215/900/600,2026-06-09 08:00:00,2026-07-04 08:00:00,4N3Đ,4009329,"[""Trải nghiệm city"", ""Trải nghiệm culture"", ""Trải nghiệm food""]","[""Hà Nội""]","[""city"", ""culture"", ""food"", ""shopping""]","[""https://picsum.photos/seed/tour-215-1/900/600"", ""https://picsum.photos/seed/tour-215-2/900/600"", ""https://picsum.photos/seed/tour-215-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}, {""day"": 3, ""title"": ""Ngày 3 tại Hà Nội""}, {""day"": 4, ""title"": ""Ngày 4 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
216,Tour Nha Trang 4N3Đ: Cao Cấp Nightlife,Nha Trang,5630000,4,"Hành trình Nha Trang 4 ngày dành cho du khách yêu thích nightlife, food, beach.",9.4,104,bestprice,https://synthetic.example.com/tours/216,summer,https://picsum.photos/seed/tour-216/900/600,2024-08-27 08:00:00,2024-08-31 08:00:00,4N3Đ,6881848,"[""Trải nghiệm nightlife"", ""Trải nghiệm food"", ""Trải nghiệm beach""]","[""Nha Trang""]","[""nightlife"", ""food"", ""beach"", ""family""]","[""https://picsum.photos/seed/tour-216-1/900/600"", ""https://picsum.photos/seed/tour-216-2/900/600"", ""https://picsum.photos/seed/tour-216-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
217,Tour Nha Trang 5N4Đ: Khám Phá Water Sports,Nha Trang,6180000,5,"Hành trình Nha Trang 5 ngày dành cho du khách yêu thích water_sports, food, family.",8.0,78,bestprice,https://synthetic.example.com/tours/217,summer,https://picsum.photos/seed/tour-217/900/600,2026-04-01 08:00:00,2026-04-16 08:00:00,5N4Đ,7722102,"[""Trải nghiệm water_sports"", ""Trải nghiệm food"", ""Trải nghiệm family""]","[""Nha Trang""]","[""water_sports"", ""food"", ""family"", ""beach""]","[""https://picsum.photos/seed/tour-217-1/900/600"", ""https://picsum.photos/seed/tour-217-2/900/600"", ""https://picsum.photos/seed/tour-217-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Nha Trang""}, {""day"": 2, ""title"": ""Ngày 2 tại Nha Trang""}, {""day"": 3, ""title"": ""Ngày 3 tại Nha Trang""}, {""day"": 4, ""title"": ""Ngày 4 tại Nha Trang""}, {""day"": 5, ""title"": ""Ngày 5 tại Nha Trang""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
218,Tour Hạ Long 4N3Đ: Nghỉ Dưỡng Family,Hạ Long,11480000,4,"Hành trình Hạ Long 4 ngày dành cho du khách yêu thích family, luxury, photography.",8.8,31,klook,https://synthetic.example.com/tours/218,summer,https://picsum.photos/seed/tour-218/900/600,2025-12-31 08:00:00,2026-01-12 08:00:00,4N3Đ,13511562,"[""Trải nghiệm family"", ""Trải nghiệm luxury"", ""Trải nghiệm photography""]","[""Hạ Long""]","[""family"", ""luxury"", ""photography"", ""beach""]","[""https://picsum.photos/seed/tour-218-1/900/600"", ""https://picsum.photos/seed/tour-218-2/900/600"", ""https://picsum.photos/seed/tour-218-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}, {""day"": 3, ""title"": ""Ngày 3 tại Hạ Long""}, {""day"": 4, ""title"": ""Ngày 4 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
219,Tour Hạ Long 3N2Đ: Gia Đình Cruise,Hạ Long,8840000,3,"Hành trình Hạ Long 3 ngày dành cho du khách yêu thích cruise, beach, photography.",9.2,91,klook,https://synthetic.example.com/tours/219,summer,https://picsum.photos/seed/tour-219/900/600,2025-08-03 08:00:00,2025-08-15 08:00:00,3N2Đ,9841943,"[""Trải nghiệm cruise"", ""Trải nghiệm beach"", ""Trải nghiệm photography""]","[""Hạ Long""]","[""cruise"", ""beach"", ""photography"", ""family""]","[""https://picsum.photos/seed/tour-219-1/900/600"", ""https://picsum.photos/seed/tour-219-2/900/600"", ""https://picsum.photos/seed/tour-219-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}, {""day"": 3, ""title"": ""Ngày 3 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
220,Tour Hội An 4N3Đ: Check-in Culture,Hội An,4760000,4,"Hành trình Hội An 4 ngày dành cho du khách yêu thích culture, history, romantic.",8.4,99,traveloka,https://synthetic.example.com/tours/220,autumn,https://picsum.photos/seed/tour-220/900/600,2024-12-07 08:00:00,2024-12-11 08:00:00,4N3Đ,5816909,"[""Trải nghiệm culture"", ""Trải nghiệm history"", ""Trải nghiệm romantic""]","[""Hội An""]","[""culture"", ""history"", ""romantic"", ""food""]","[""https://picsum.photos/seed/tour-220-1/900/600"", ""https://picsum.photos/seed/tour-220-2/900/600"", ""https://picsum.photos/seed/tour-220-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}, {""day"": 4, ""title"": ""Ngày 4 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
221,Tour Đà Lạt 5N4Đ: Cao Cấp Food,Đà Lạt,3220000,5,"Hành trình Đà Lạt 5 ngày dành cho du khách yêu thích food, relax, mountain.",8.2,86,klook,https://synthetic.example.com/tours/221,winter,https://picsum.photos/seed/tour-221/900/600,2025-05-05 08:00:00,2025-05-17 08:00:00,5N4Đ,3392786,"[""Trải nghiệm food"", ""Trải nghiệm relax"", ""Trải nghiệm mountain""]","[""Đà Lạt""]","[""food"", ""relax"", ""mountain"", ""photography""]","[""https://picsum.photos/seed/tour-221-1/900/600"", ""https://picsum.photos/seed/tour-221-2/900/600"", ""https://picsum.photos/seed/tour-221-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
222,Tour Côn Đảo 4N3Đ: Ẩm Thực Spiritual,Côn Đảo,10940000,4,"Hành trình Côn Đảo 4 ngày dành cho du khách yêu thích spiritual, beach, nature.",9.6,70,traveloka,https://synthetic.example.com/tours/222,summer,https://picsum.photos/seed/tour-222/900/600,2025-05-15 08:00:00,2025-05-19 08:00:00,4N3Đ,11841557,"[""Trải nghiệm spiritual"", ""Trải nghiệm beach"", ""Trải nghiệm nature""]","[""Côn Đảo""]","[""spiritual"", ""beach"", ""nature"", ""history""]","[""https://picsum.photos/seed/tour-222-1/900/600"", ""https://picsum.photos/seed/tour-222-2/900/600"", ""https://picsum.photos/seed/tour-222-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}, {""day"": 4, ""title"": ""Ngày 4 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
223,Tour Hội An 4N3Đ: Ẩm Thực History,Hội An,6120000,4,"Hành trình Hội An 4 ngày dành cho du khách yêu thích history, photography, food.",7.6,85,traveloka,https://synthetic.example.com/tours/223,autumn,https://picsum.photos/seed/tour-223/900/600,2026-02-22 08:00:00,2026-03-11 08:00:00,4N3Đ,6473669,"[""Trải nghiệm history"", ""Trải nghiệm photography"", ""Trải nghiệm food""]","[""Hội An""]","[""history"", ""photography"", ""food"", ""romantic""]","[""https://picsum.photos/seed/tour-223-1/900/600"", ""https://picsum.photos/seed/tour-223-2/900/600"", ""https://picsum.photos/seed/tour-223-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}, {""day"": 3, ""title"": ""Ngày 3 tại Hội An""}, {""day"": 4, ""title"": ""Ngày 4 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
